ACT_SELFHOST_LEXER02_DIRECT_DIFF_CASES=89
OK   chr_x00 kind=3/3 end=6/6 i64=0x0/0x0 f64=0x0000000000000000/0x0000000000000000 ishex=0/0 err=0/0 slen=1/1
OK   chr_x2A kind=3/3 end=6/6 i64=0x2a/0x2a f64=0x0000000000000000/0x0000000000000000 ishex=0/0 err=0/0 slen=1/1
OK   chr_ab kind=3/3 end=4/4 i64=0x6261/0x6261 f64=0x0000000000000000/0x0000000000000000 ishex=0/0 err=0/0 slen=2/2
OK   chr_abc kind=3/3 end=5/5 i64=0x636261/0x636261 f64=0x0000000000000000/0x0000000000000000 ishex=0/0 err=0/0 slen=3/3
OK   chr_8slots kind=3/3 end=10/10 i64=0x6867666564636261/0x6867666564636261 f64=0x0000000000000000/0x0000000000000000 ishex=0/0 err=0/0 slen=8/8
OK   chr_a_nl_b kind=3/3 end=6/6 i64=0x620a61/0x620a61 f64=0x0000000000000000/0x0000000000000000 ishex=0/0 err=0/0 slen=3/3
OK   chr_dq_escaped kind=3/3 end=5/5 i64=0x7822/0x7822 f64=0x0000000000000000/0x0000000000000000 ishex=0/0 err=0/0 slen=2/2
OK   chr_sq_escaped kind=3/3 end=5/5 i64=0x7827/0x7827 f64=0x0000000000000000/0x0000000000000000 ishex=0/0 err=0/0 slen=2/2
OK   chr_no_semi kind=3/3 end=3/3 i64=0x61/0x61 f64=0x0000000000000000/0x0000000000000000 ishex=0/0 err=0/0 slen=1/1
OK   chr_with_semi_space kind=3/3 end=3/3 i64=0x61/0x61 f64=0x0000000000000000/0x0000000000000000 ishex=0/0 err=0/0 slen=1/1
OK   chr_overflow kind=3/3 end=12/12 i64=0x6867666564636261/0x6867666564636261 f64=0x0000000000000000/0x0000000000000000 ishex=0/0 err=3/3 slen=10/10
OK   chr_8slots_overflow kind=3/3 end=11/11 i64=0x6867666564636261/0x6867666564636261 f64=0x0000000000000000/0x0000000000000000 ishex=0/0 err=3/3 slen=9/9
OK   chr_unterm kind=3/3 end=5/5 i64=0x636261/0x636261 f64=0x0000000000000000/0x0000000000000000 ishex=0/0 err=2/2 slen=3/3
OK   chr_unterm_at_eof kind=3/3 end=3/3 i64=0x61/0x61 f64=0x0000000000000000/0x0000000000000000 ishex=0/0 err=2/2 slen=1/1
OK   err_hex_with_dot2 kind=4/4 end=0/0 i64=0x0/0x0 f64=0x0000000000000000/0x0000000000000000 ishex=0/0 err=1/1 slen=0/0
OK   err_hex_with_e2 kind=1/1 end=4/4 i64=0xfe/0xfe f64=0x0000000000000000/0x0000000000000000 ishex=1/1 err=0/0 slen=4/4
OK   err_two_x_letters2 kind=4/4 end=0/0 i64=0x0/0x0 f64=0x0000000000000000/0x0000000000000000 ishex=0/0 err=1/1 slen=0/0
OK   err_two_dots2 kind=4/4 end=0/0 i64=0x0/0x0 f64=0x0000000000000000/0x0000000000000000 ishex=0/0 err=1/1 slen=0/0
OK   err_trailing_dot kind=2/2 end=2/2 i64=0x0/0x0 f64=0x3ff0000000000000/0x3ff0000000000000 ishex=0/0 err=0/0 slen=2/2
OK   err_lone_dot kind=2/2 end=1/1 i64=0x0/0x0 f64=0x0000000000000000/0x0000000000000000 ishex=0/0 err=0/0 slen=1/1
OK   err_two_e_letters2 kind=4/4 end=0/0 i64=0x0/0x0 f64=0x0000000000000000/0x0000000000000000 ishex=0/0 err=1/1 slen=0/0
OK   err_e_no_digits kind=1/1 end=2/2 i64=0x1/0x1 f64=0x0000000000000000/0x0000000000000000 ishex=0/0 err=0/0 slen=2/2
OK   err_e_trailing_minus kind=1/1 end=2/2 i64=0x1/0x1 f64=0x0000000000000000/0x0000000000000000 ishex=0/0 err=0/0 slen=2/2
OK   err_char_unterm kind=3/3 end=5/5 i64=0x636261/0x636261 f64=0x0000000000000000/0x0000000000000000 ishex=0/0 err=2/2 slen=3/3
OK   err_char_overflow kind=3/3 end=12/12 i64=0x6867666564636261/0x6867666564636261 f64=0x0000000000000000/0x0000000000000000 ishex=0/0 err=3/3 slen=10/10
OK   err_char_8slots_overflow kind=3/3 end=11/11 i64=0x6867666564636261/0x6867666564636261 f64=0x0000000000000000/0x0000000000000000 ishex=0/0 err=3/3 slen=9/9
OK   err_char_unterm_eof kind=3/3 end=3/3 i64=0x61/0x61 f64=0x0000000000000000/0x0000000000000000 ishex=0/0 err=2/2 slen=1/1
OK   err_cur_on_letter kind=0/0 end=0/0 i64=0x0/0x0 f64=0x0000000000000000/0x0000000000000000 ishex=0/0 err=0/0 slen=0/0
OK   err_cur_on_op kind=0/0 end=0/0 i64=0x0/0x0 f64=0x0000000000000000/0x0000000000000000 ishex=0/0 err=0/0 slen=0/0
OK   err_cur_at_eof kind=0/0 end=2/2 i64=0x0/0x0 f64=0x0000000000000000/0x0000000000000000 ishex=0/0 err=0/0 slen=0/0
OK   cur_past_end kind=0/0 end=5/5 i64=0x0/0x0 f64=0x0000000000000000/0x0000000000000000 ishex=0/0 err=0/0 slen=0/0
OK   cur_negative kind=0/0 end=-1/-1 i64=0x0/0x0 f64=0x0000000000000000/0x0000000000000000 ishex=0/0 err=0/0 slen=0/0
OK   cur_at_boundary kind=0/0 end=1/1 i64=0x0/0x0 f64=0x0000000000000000/0x0000000000000000 ishex=0/0 err=0/0 slen=0/0
ACT_SELFHOST_LEXER02_DIRECT_DIFF_PASS=89
ACT_SELFHOST_LEXER02_DIRECT_DIFF_FAIL=0
STATUS=PASS
